ts,namespace,metric,job_run_id,stat,value
2026-07-15 00:03:00+00:00,Glue Observability,glue.driver.skewness.stage,sample-session (SYNTHETIC DATA),Maximum,0.7311346963980452
2026-07-15 00:03:00+00:00,Glue,glue.driver.aggregate.recordsRead,ALL,Sum,2002441.0
2026-07-15 00:03:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Maximum,0.9168366408685356
2026-07-15 00:03:00+00:00,Glue,glue.driver.aggregate.numCompletedTasks,ALL,Sum,111.0
2026-07-15 00:03:00+00:00,Glue,glue.driver.s3.filesystem.write_bytes,ALL,Sum,28769951.90498045
2026-07-15 00:04:00+00:00,Glue,glue.driver.aggregate.shuffleBytesWritten,ALL,Sum,0.0
2026-07-15 00:04:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Maximum,0.5
2026-07-15 00:04:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Average,0.029856356967971905
2026-07-15 00:04:00+00:00,Glue Observability,glue.driver.skewness.stage,sample-session (SYNTHETIC DATA),Maximum,1.2686310086786814
2026-07-15 00:04:00+00:00,Glue,glue.driver.aggregate.numCompletedTasks,ALL,Sum,114.0
2026-07-15 00:04:00+00:00,Glue,glue.driver.s3.filesystem.write_bytes,ALL,Sum,39770279.51324443
2026-07-15 00:04:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Maximum,0.04478453545195786
2026-07-15 00:04:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Maximum,0.6801453798332555
2026-07-15 00:04:00+00:00,Glue,glue.driver.aggregate.recordsRead,ALL,Sum,2000408.0
2026-07-15 00:04:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Maximum,4.281586804651029
2026-07-15 00:04:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,3141244553.298615
2026-07-15 00:04:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,3298306780.963546
2026-07-15 00:04:00+00:00,Glue,glue.driver.jvm.heap.usage,sample-session (SYNTHETIC DATA),Maximum,0.24379266373957623
2026-07-15 00:04:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Average,0.6477575046031004
2026-07-15 00:04:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,102066753209.30632
2026-07-15 00:04:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,107170090869.77164
2026-07-15 00:04:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Average,4.281586804651029
2026-07-15 00:04:00+00:00,Glue,glue.driver.s3.filesystem.read_bytes,ALL,Sum,45903216.25745793
2026-07-15 00:04:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Average,0.5
2026-07-15 00:04:00+00:00,Glue Observability,glue.driver.skewness.job,sample-session (SYNTHETIC DATA),Maximum,1.1447058696031103
2026-07-15 00:04:00+00:00,Glue Observability,glue.error.OUT_OF_MEMORY,sample-session (SYNTHETIC DATA),Sum,0.0
2026-07-15 00:05:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Average,0.625
2026-07-15 00:05:00+00:00,Glue,glue.driver.aggregate.recordsRead,ALL,Sum,2001873.0
2026-07-15 00:05:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,3173829984.771678
2026-07-15 00:05:00+00:00,Glue Observability,glue.driver.skewness.stage,sample-session (SYNTHETIC DATA),Maximum,1.4902398818775031
2026-07-15 00:05:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,89214286561.96094
2026-07-15 00:05:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Average,0.033950682577926695
2026-07-15 00:05:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Average,2.587550115275123
2026-07-15 00:05:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Maximum,0.625
2026-07-15 00:05:00+00:00,Glue Observability,glue.driver.skewness.job,sample-session (SYNTHETIC DATA),Maximum,0.9843578520856702
2026-07-15 00:05:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Maximum,2.587550115275123
2026-07-15 00:05:00+00:00,Glue Observability,glue.error.OUT_OF_MEMORY,sample-session (SYNTHETIC DATA),Sum,0.0
2026-07-15 00:05:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,3332521484.010262
2026-07-15 00:05:00+00:00,Glue,glue.driver.jvm.heap.usage,sample-session (SYNTHETIC DATA),Maximum,0.246321626067447
2026-07-15 00:05:00+00:00,Glue,glue.driver.s3.filesystem.write_bytes,ALL,Sum,69722249.98566113
2026-07-15 00:05:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Average,0.7055141145615573
2026-07-15 00:05:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Maximum,0.7407898202896352
2026-07-15 00:05:00+00:00,Glue,glue.driver.aggregate.numCompletedTasks,ALL,Sum,107.0
2026-07-15 00:05:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Maximum,0.05092602386689005
2026-07-15 00:05:00+00:00,Glue,glue.driver.aggregate.shuffleBytesWritten,ALL,Sum,0.0
2026-07-15 00:05:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,84965987201.86755
2026-07-15 00:05:00+00:00,Glue,glue.driver.s3.filesystem.read_bytes,ALL,Sum,167349553.94049954
2026-07-15 00:06:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Average,0.75
2026-07-15 00:06:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Maximum,2.0156806429140657
2026-07-15 00:06:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Average,2.0156806429140657
2026-07-15 00:06:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,92950766409.59137
2026-07-15 00:06:00+00:00,Glue Observability,glue.error.OUT_OF_MEMORY,sample-session (SYNTHETIC DATA),Sum,0.0
2026-07-15 00:06:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Maximum,0.8669741399053809
2026-07-15 00:06:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,97598304730.07094
2026-07-15 00:06:00+00:00,Glue,glue.driver.aggregate.numCompletedTasks,ALL,Sum,118.0
2026-07-15 00:06:00+00:00,Glue Observability,glue.driver.skewness.job,sample-session (SYNTHETIC DATA),Maximum,1.164035409389831
2026-07-15 00:06:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,3247297813.885697
2026-07-15 00:06:00+00:00,Glue,glue.driver.s3.filesystem.read_bytes,ALL,Sum,98411401.52527681
2026-07-15 00:06:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Average,0.03413429797285405
2026-07-15 00:06:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,3092664584.6530447
2026-07-15 00:06:00+00:00,Glue,glue.driver.s3.filesystem.write_bytes,ALL,Sum,87735379.2935844
2026-07-15 00:06:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Average,0.8256896570527437
2026-07-15 00:06:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Maximum,0.75
2026-07-15 00:06:00+00:00,Glue Observability,glue.driver.skewness.stage,sample-session (SYNTHETIC DATA),Maximum,1.2878801470491874
2026-07-15 00:06:00+00:00,Glue,glue.driver.aggregate.recordsRead,ALL,Sum,2002436.0
2026-07-15 00:06:00+00:00,Glue,glue.driver.aggregate.shuffleBytesWritten,ALL,Sum,0.0
2026-07-15 00:06:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Maximum,0.05120144695928107
2026-07-15 00:06:00+00:00,Glue,glue.driver.jvm.heap.usage,sample-session (SYNTHETIC DATA),Maximum,0.2400223619500986
2026-07-15 00:07:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Average,0.7958483295071676
2026-07-15 00:07:00+00:00,Glue Observability,glue.error.OUT_OF_MEMORY,sample-session (SYNTHETIC DATA),Sum,0.0
2026-07-15 00:07:00+00:00,Glue,glue.driver.s3.filesystem.write_bytes,ALL,Sum,17809572.192519844
2026-07-15 00:07:00+00:00,Glue,glue.driver.aggregate.recordsRead,ALL,Sum,2000602.0
2026-07-15 00:07:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,3178246137.840186
2026-07-15 00:07:00+00:00,Glue,glue.driver.s3.filesystem.read_bytes,ALL,Sum,389049534.60726476
2026-07-15 00:07:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Maximum,1.866750535074703
2026-07-15 00:07:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,3026901083.65732
2026-07-15 00:07:00+00:00,Glue,glue.driver.jvm.heap.usage,sample-session (SYNTHETIC DATA),Maximum,0.23491844252817642
2026-07-15 00:07:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Maximum,0.8356407459825259
2026-07-15 00:07:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Average,0.875
2026-07-15 00:07:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Maximum,0.875
2026-07-15 00:07:00+00:00,Glue Observability,glue.driver.skewness.stage,sample-session (SYNTHETIC DATA),Maximum,0.7233307307463824
2026-07-15 00:07:00+00:00,Glue,glue.driver.aggregate.numCompletedTasks,ALL,Sum,121.0
2026-07-15 00:07:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Average,1.866750535074703
2026-07-15 00:07:00+00:00,Glue Observability,glue.driver.skewness.job,sample-session (SYNTHETIC DATA),Maximum,0.948636373928509
2026-07-15 00:07:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Maximum,0.01850681024595769
2026-07-15 00:07:00+00:00,Glue,glue.driver.aggregate.shuffleBytesWritten,ALL,Sum,0.0
2026-07-15 00:07:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,88704860240.63217
2026-07-15 00:07:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,93140103252.66379
2026-07-15 00:07:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Average,0.012337873497305127
2026-07-15 00:08:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Maximum,0.135
2026-07-15 00:08:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Average,0.825386108476695
2026-07-15 00:08:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Average,0.09
2026-07-15 00:08:00+00:00,Glue,glue.driver.jvm.heap.usage,sample-session (SYNTHETIC DATA),Maximum,0.24110011257714903
2026-07-15 00:08:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Average,1.0
2026-07-15 00:08:00+00:00,Glue,glue.driver.s3.filesystem.write_bytes,ALL,Sum,219005793.79910612
2026-07-15 00:08:00+00:00,Glue,glue.driver.aggregate.shuffleBytesWritten,ALL,Sum,0.0
2026-07-15 00:08:00+00:00,Glue Observability,glue.driver.skewness.stage,sample-session (SYNTHETIC DATA),Maximum,1.162857211701102
2026-07-15 00:08:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,3261878860.529436
2026-07-15 00:08:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,3106551295.74232
2026-07-15 00:08:00+00:00,Glue Observability,glue.error.OUT_OF_MEMORY,sample-session (SYNTHETIC DATA),Sum,0.0
2026-07-15 00:08:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Maximum,1.0
2026-07-15 00:08:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,91796336109.67242
2026-07-15 00:08:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,87425082009.21182
2026-07-15 00:08:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Maximum,0.8666554139005298
2026-07-15 00:08:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Average,3.1458367796443776
2026-07-15 00:08:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Maximum,3.1458367796443776
2026-07-15 00:08:00+00:00,Glue,glue.driver.aggregate.numCompletedTasks,ALL,Sum,122.0
2026-07-15 00:08:00+00:00,Glue,glue.driver.aggregate.recordsRead,ALL,Sum,2000770.0
2026-07-15 00:08:00+00:00,Glue Observability,glue.driver.skewness.job,sample-session (SYNTHETIC DATA),Maximum,1.0291205201131493
2026-07-15 00:08:00+00:00,Glue,glue.driver.s3.filesystem.read_bytes,ALL,Sum,23013145.56949152
2026-07-15 00:09:00+00:00,Glue,glue.driver.s3.filesystem.read_bytes,ALL,Sum,991875888.1286591
2026-07-15 00:09:00+00:00,Glue,glue.driver.aggregate.recordsRead,ALL,Sum,2000713.0
2026-07-15 00:09:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,68183142042.11951
2026-07-15 00:09:00+00:00,Glue,glue.driver.aggregate.shuffleBytesWritten,ALL,Sum,173190318.55920476
2026-07-15 00:09:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Maximum,0.8021499673818344
2026-07-15 00:09:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Average,0.007528669961686217
2026-07-15 00:09:00+00:00,Glue Observability,glue.driver.skewness.job,sample-session (SYNTHETIC DATA),Maximum,1.239267672301824
2026-07-15 00:09:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Average,1.125
2026-07-15 00:09:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Average,3258661661.795344
2026-07-15 00:09:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberMaxNeededExecutors,sample-session (SYNTHETIC DATA),Average,1.895837027945765
2026-07-15 00:09:00+00:00,Glue,glue.driver.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,3421594744.8851113
2026-07-15 00:09:00+00:00,Glue Observability,glue.driver.workerUtilization,sample-session (SYNTHETIC DATA),Average,0.7639523498874613
2026-07-15 00:09:00+00:00,Glue Observability,glue.error.OUT_OF_MEMORY,sample-session (SYNTHETIC DATA),Sum,0.0
2026-07-15 00:09:00+00:00,Glue,glue.driver.s3.filesystem.write_bytes,ALL,Sum,168519403.03065422
2026-07-15 00:09:00+00:00,Glue,glue.driver.jvm.heap.usage,sample-session (SYNTHETIC DATA),Maximum,0.25290543072199945
2026-07-15 00:09:00+00:00,Glue,glue.driver.aggregate.numCompletedTasks,ALL,Sum,134.0
2026-07-15 00:09:00+00:00,Glue Observability,glue.driver.skewness.stage,sample-session (SYNTHETIC DATA),Maximum,1.4226086708938472
2026-07-15 00:09:00+00:00,Glue,glue.ALL.jvm.heap.used,sample-session (SYNTHETIC DATA),Maximum,71592299144.22548
2026-07-15 00:09:00+00:00,Glue,glue.driver.ExecutorAllocationManager.executors.numberAllExecutors,sample-session (SYNTHETIC DATA),Maximum,1.125
2026-07-15 00:09:00+00:00,Glue,glue.driver.system.cpuSystemLoad,sample-session (SYNTHETIC DATA),Maximum,0.011293004942529324
